Date,AZO,BKNG,CMG,NVR,ORLY
2001-12-13,1103800,533133,,65100,604800
2001-12-14,1436900,335950,,34900,1268000
2001-12-17,782800,365350,,27900,2062800
2001-12-18,996600,2618500,,48900,1299800
2001-12-19,858400,453067,,103900,767000
2001-12-20,1207700,984733,,67500,1718200
2001-12-21,1288200,384067,,91100,974600
2001-12-24,224900,135300,,15700,441000
2001-12-26,3476600,228100,,34000,707800
2001-12-27,767700,352867,,34600,621200
2001-12-28,698100,336267,,76000,1031400
2001-12-31,799500,244700,,73300,479600
2002-01-02,1107900,229900,,136800,1561000
2002-01-03,2652900,231800,,55800,2987200
2002-01-04,2286000,542167,,37900,6561000
2002-01-07,1083100,293683,,39700,2293200
2002-01-08,819500,335467,,56400,1691400
2002-01-09,1369700,269667,,94600,1518200
2002-01-10,1135500,350917,,20500,1062000
2002-01-11,893500,221567,,71000,951400
2002-01-14,849900,288533,,69000,1097800
2002-01-15,975100,229250,,51400,1536800
2002-01-16,663400,169067,,43100,1029000
2002-01-17,986000,120467,,62300,1141000
2002-01-18,425300,219233,,48900,518400
2002-01-22,760500,619967,,80500,498800
2002-01-23,981900,377117,,111300,354600
2002-01-24,2175700,182133,,76700,874000
2002-01-25,2125100,119833,,141200,559400
2002-01-28,2326100,848600,,236900,708400
2002-01-29,706900,1139317,,135000,378400
2002-01-30,1230000,572550,,141400,375800
2002-01-31,1038800,1030333,,104300,1294400
2002-02-01,710900,1892733,,116400,1166800
2002-02-04,645300,1946967,,116100,807000
2002-02-05,895200,1449600,,168300,836600
2002-02-06,597500,565483,,226500,319800
2002-02-07,664900,380667,,127400,700000
2002-02-08,598000,314950,,118300,712600
2002-02-11,717800,240567,,116800,928400
2002-02-12,669100,239467,,105800,474000
2002-02-13,570200,280583,,81900,608800
2002-02-14,654100,206650,,50100,646400
2002-02-15,484600,207467,,41600,601400
2002-02-19,393900,236600,,59400,564800
2002-02-20,794800,155117,,98700,395600
